"","Chi-square","P-value","Odds Ratio (Anaphylaxis/Not)"
"Vitamin B1 decreased",2.22066574367145e-24,0.999999999998811,0
"Anticoagulant therapy",2.22066574367145e-24,0.999999999998811,0
"Cerebellar infarction",2.22066574367145e-24,0.999999999998811,0
"Diverticulitis",2.22066574367145e-24,0.999999999998811,0
"Blood albumin normal",2.22066574367145e-24,0.999999999998811,0
"Smear cervix normal",2.22066574367145e-24,0.999999999998811,0
"Alcohol use",2.22066574367145e-24,0.999999999998811,0
"Essential tremor",2.22066574367145e-24,0.999999999998811,0
"Brachial plexopathy",2.22066574367145e-24,0.999999999998811,0
"Apgar score abnormal",2.22066574367145e-24,0.999999999998811,0
"Myelodysplastic syndrome",2.22066574367145e-24,0.999999999998811,0
"Squamous cell carcinoma",2.22066574367145e-24,0.999999999998811,0
"Blood folate decreased",2.22066574367145e-24,0.999999999998811,0
"Vitamin B6 decreased",2.22066574367145e-24,0.999999999998811,0
"Somatosensory evoked potentials abnormal",2.22066574367145e-24,0.999999999998811,0
"Thinking abnormal",2.22066574367145e-24,0.999999999998811,0
"Brain death",2.22066574367145e-24,0.999999999998811,0
"Lymphoid tissue hyperplasia",2.22066574367145e-24,0.999999999998811,0
"Platelet transfusion",2.22066574367145e-24,0.999999999998811,0
"Injection site ulcer",2.22066574367145e-24,0.999999999998811,0
"Libido decreased",2.22066574367145e-24,0.999999999998811,0
"Cystogram",2.22066574367145e-24,0.999999999998811,0
"Vulvovaginal discomfort",2.22066574367145e-24,0.999999999998811,0
"Erythema infectiosum",2.22066574367145e-24,0.999999999998811,0
"Basal ganglia infarction",2.22066574367145e-24,0.999999999998811,0
"Neurotic disorder of childhood",2.22066574367145e-24,0.999999999998811,0
"Apathy",2.22066574367145e-24,0.999999999998811,0
"Blood urea nitrogen/creatinine ratio decreased",2.22066574367145e-24,0.999999999998811,0
"Cholecystitis chronic",2.22066574367145e-24,0.999999999998811,0
"Lipoprotein (a) increased",NA,NA,NA
"Transient ischaemic attack",2.22066574367145e-24,0.999999999998811,0
"Gallbladder disorder",2.22066574367145e-24,0.999999999998811,0
"Rectal haemorrhage",4.09278071214934e-25,0.99999999999949,0
"Tympanic membrane hyperaemia",0.488613024475574,0.484546655611885,6.13453389830508
"Cardiac function test normal",2.35322433689264,0.125024173192343,24.5508474576271
"Impaired driving ability",9.67273894802013e-31,0.999999999999999,0
"Foetal growth retardation",9.67273894802013e-31,0.999999999999999,0
"Respiratory syncytial virus bronchiolitis",2.22066574367145e-24,0.999999999998811,0
"Monocyte percentage",1.50198187440486e-29,0.999999999999997,1.11190292758089
"Blood alkaline phosphatase normal",2.22066574367145e-24,0.999999999998811,0
"Lung consolidation",2.22066574367145e-24,0.999999999998811,0
"Blood urea abnormal",2.22066574367145e-24,0.999999999998811,0
"Borrelia test negative",4.09278071214934e-25,0.99999999999949,0
"Epstein-Barr virus antibody positive",7.35636114805013e-26,0.999999999999784,0
"Renal cyst",2.22066574367145e-24,0.999999999998811,0
"Blood gases",0.085003474699738,0.770627991885454,0
"Sputum test",2.22066574367145e-24,0.999999999998811,0
"Suprapubic pain",1.49856114379299e-27,0.999999999999969,0
"Pharyngeal erythema",1.63056854044922e-25,0.999999999999678,0
"Occupational therapy",2.22066574367145e-24,0.999999999998811,0
"Thyroxine decreased",2.22066574367145e-24,0.999999999998811,0
"Angiogram abnormal",9.67273894802013e-31,0.999999999999999,0
"Urinary tract infection enterococcal",1.49856114379299e-27,0.999999999999969,0
"Peak expiratory flow rate decreased",1.49856114379299e-27,0.999999999999969,0
"Glucose tolerance test normal",2.22066574367145e-24,0.999999999998811,0
"Smear site unspecified abnormal",2.22066574367145e-24,0.999999999998811,0
"Paraparesis",2.22066574367145e-24,0.999999999998811,0
"Somatoform disorder",9.67273894802013e-31,0.999999999999999,0
"CSF cell count",0.0633933414138166,0.801210851514315,0
"Pulse abnormal",0.19176270649872,0.661453563777146,4.08827683615819
"Immobile",2.22066574367145e-24,0.999999999998811,0
"Increased appetite",2.22066574367145e-24,0.999999999998811,0
"Mental impairment",2.22066574367145e-24,0.999999999998811,0
"Injection site streaking",4.09278071214934e-25,0.99999999999949,0
"Mouth haemorrhage",9.67273894802013e-31,0.999999999999999,0
"CD4 lymphocytes",1.49856114379299e-27,0.999999999999969,0
"Chronic inflammatory demyelinating polyradiculoneuropathy",2.22066574367145e-24,0.999999999998811,0
"Blood bicarbonate increased",1.49856114379299e-27,0.999999999999969,0
"Visceral congestion",2.22066574367145e-24,0.999999999998811,0
"Vitamin B12",7.35636114805013e-26,0.999999999999784,0
"Radiculitis brachial",1.49856114379299e-27,0.999999999999969,0
"Beta globulin",2.22066574367145e-24,0.999999999998811,0
"IVth nerve disorder",2.22066574367145e-24,0.999999999998811,0
"Haemoptysis",9.67273894802013e-31,0.999999999999999,0
"Restrictive pulmonary disease",1.49856114379299e-27,0.999999999999969,0
"Chromosomal analysis",1.49856114379299e-27,0.999999999999969,0
"Foetal non-stress test",1.29013413873451,0.256023232072164,12.2733050847458
"Gamma-glutamyltransferase increased",4.09278071214934e-25,0.99999999999949,0
"Sleep talking",2.22066574367145e-24,0.999999999998811,0
"Haemophilus infection",1.49856114379299e-27,0.999999999999969,0
"Myocarditis",2.22066574367145e-24,0.999999999998811,0
"Hunger",2.22066574367145e-24,0.999999999998811,0
"Conjunctivitis allergic",2.22066574367145e-24,0.999999999998811,0
"Sarcoidosis",2.22066574367145e-24,0.999999999998811,0
"Dysthymic disorder",2.22066574367145e-24,0.999999999998811,0
"Vomiting in pregnancy",2.22066574367145e-24,0.999999999998811,0
"Urine leukocyte esterase",3.94997349184457e-29,0.999999999999995,0
"Immunoglobulins normal",1.49856114379299e-27,0.999999999999969,0
"Virus serology test",1.63056854044922e-25,0.999999999999678,0
"Hormone level abnormal",9.67273894802013e-31,0.999999999999999,0
"Oral discharge",2.22066574367145e-24,0.999999999998811,0
"Pressure of speech",2.22066574367145e-24,0.999999999998811,0
"Metatarsalgia",2.22066574367145e-24,0.999999999998811,0
"Blood immunoglobulin M normal",2.22066574367145e-24,0.999999999998811,0
"Biopsy bone marrow normal",2.22066574367145e-24,0.999999999998811,0
"Stent placement",2.22066574367145e-24,0.999999999998811,0
"Transient global amnesia",2.22066574367145e-24,0.999999999998811,0
"Stress at work",1.49856114379299e-27,0.999999999999969,0
"CSF glucose decreased",4.09278071214934e-25,0.99999999999949,0
"Low density lipoprotein normal",2.22066574367145e-24,0.999999999998811,0
"Sudden onset of sleep",2.22066574367145e-24,0.999999999998811,0
"Hepatitis B antibody",1.49856114379299e-27,0.999999999999969,0
"Cardiac enzymes increased",1.49856114379299e-27,0.999999999999969,0
"Binocular eye movement disorder",2.22066574367145e-24,0.999999999998811,0
"Cerebral cyst",2.22066574367145e-24,0.999999999998811,0
"Surgery",4.09278071214934e-25,0.99999999999949,0
"Colostomy",2.22066574367145e-24,0.999999999998811,0
"Intertrigo candida",2.22066574367145e-24,0.999999999998811,0
"Joint hyperextension",1.49856114379299e-27,0.999999999999969,0
"Epstein-Barr virus test negative",2.22066574367145e-24,0.999999999998811,0
"Intussusception",1.49856114379299e-27,0.999999999999969,0
"Carotid artery aneurysm",2.22066574367145e-24,0.999999999998811,0
"Left ventricular dysfunction",2.22066574367145e-24,0.999999999998811,0
"Pregnancy test urine negative",2.22066574367145e-24,0.999999999998811,0
"Rash morbilliform",4.09278071214934e-25,0.99999999999949,0
"Nitrite urine present",1.49856114379299e-27,0.999999999999969,0
"Scab",3.00546783475859e-30,0.999999999999999,0
"Intervertebral disc disorder",9.67273894802013e-31,0.999999999999999,0
"Occult blood",4.81790742620105e-29,0.999999999999994,0
"Tensilon test normal",2.22066574367145e-24,0.999999999998811,0
"Thyroid function test",0.030435737611649,0.861505211716449,2.7241054613936
"Strabismus",1.49856114379299e-27,0.999999999999969,0
"Hypothermia",1.49856114379299e-27,0.999999999999969,0
"Inappropriate affect",2.22066574367145e-24,0.999999999998811,0
"Crystal urine",9.67273894802013e-31,0.999999999999999,0
"Blood alkaline phosphatase decreased",1.49856114379299e-27,0.999999999999969,0
"Swine influenza",2.22066574367145e-24,0.999999999998811,0
"Platelet morphology abnormal",2.22066574367145e-24,0.999999999998811,0
"Right ventricular dysfunction",1.49856114379299e-27,0.999999999999969,0
"Yawning",2.22066574367145e-24,0.999999999998811,0
"Hypomagnesaemia",1.49856114379299e-27,0.999999999999969,0
"Head titubation",2.22066574367145e-24,0.999999999998811,0
"Labile hypertension",2.22066574367145e-24,0.999999999998811,0
"Hepatic enzyme",6.65511495170762e-28,0.999999999999979,0
"Enterococcal infection",2.22066574367145e-24,0.999999999998811,0
"X-ray with contrast upper gastrointestinal tract",1.49856114379299e-27,0.999999999999969,0
"Meningitis aseptic",1.49856114379299e-27,0.999999999999969,0
"Meningococcal infection",2.22066574367145e-24,0.999999999998811,0
"Neurogenic bladder",9.67273894802013e-31,0.999999999999999,0
"Escherichia urinary tract infection",4.09278071214934e-25,0.99999999999949,0
"Neurological decompensation",2.22066574367145e-24,0.999999999998811,0
"Horner's syndrome",2.22066574367145e-24,0.999999999998811,0
"Injection site discharge",2.22066574367145e-24,0.999999999998811,0
"Exposure to communicable disease",1.49856114379299e-27,0.999999999999969,0
"Ultrasound kidney",2.38669059553448e-29,0.999999999999996,0
"Vascular test",2.22066574367145e-24,0.999999999998811,0
"Nasal cavity mass",2.22066574367145e-24,0.999999999998811,0
"Bacterial culture positive",2.22066574367145e-24,0.999999999998811,0
"Gram stain positive",2.38669059553448e-29,0.999999999999996,0
"Intestinal infarction",2.22066574367145e-24,0.999999999998811,0
"Knee arthroplasty",2.22066574367145e-24,0.999999999998811,0
"Pulmonary function test abnormal",2.35322433689264,0.125024173192343,24.5508474576271
"Emphysema",2.22066574367145e-24,0.999999999998811,0
"Urinary casts",4.09278071214934e-25,0.99999999999949,0
"Post lumbar puncture syndrome",2.22066574367145e-24,0.999999999998811,0
"Skin induration",2.22066574367145e-24,0.999999999998811,0
"Umbilical cord abnormality",1.49856114379299e-27,0.999999999999969,0
"Eosinophil count",0.0631721388257468,0.801550724097612,3.06514830508475
"Regressive behaviour",1.49856114379299e-27,0.999999999999969,0
"Viral DNA test positive",2.22066574367145e-24,0.999999999998811,0
"Packed red blood cell transfusion",1.49856114379299e-27,0.999999999999969,0
"Uterine disorder",2.22066574367145e-24,0.999999999998811,0
"Neuralgic amyotrophy",9.67273894802013e-31,0.999999999999999,0
"Myoclonic epilepsy",2.22066574367145e-24,0.999999999998811,0
"Cerebral atrophy",2.22066574367145e-24,0.999999999998811,0
"Bronchoscopy abnormal",1.49856114379299e-27,0.999999999999969,0
"Hypochromasia",2.22066574367145e-24,0.999999999998811,0
"Red cell distribution width decreased",2.22066574367145e-24,0.999999999998811,0
"Cerebral infarction",2.22066574367145e-24,0.999999999998811,0
"Cardiolipin antibody negative",2.22066574367145e-24,0.999999999998811,0
"Aortic arteriosclerosis",2.22066574367145e-24,0.999999999998811,0
"Eosinophil percentage",0.00179861703785645,0.966171772674697,2.22804314329738
"Vitamin D deficiency",9.67273894802013e-31,0.999999999999999,0
"Eosinophil count decreased",4.09278071214934e-25,0.99999999999949,0
"Visual field defect",1.49856114379299e-27,0.999999999999969,0
"Lip and/or oral cavity cancer",2.22066574367145e-24,0.999999999998811,0
"Liver disorder",1.49856114379299e-27,0.999999999999969,0
"Skin irritation",2.22066574367145e-24,0.999999999998811,0
"Vasculitic rash",2.22066574367145e-24,0.999999999998811,0
"Anoxic encephalopathy",2.22066574367145e-24,0.999999999998811,0
"Hypoxic encephalopathy",1.49856114379299e-27,0.999999999999969,0
"Off label use",2.22066574367145e-24,0.999999999998811,0
"Glucose urine",6.65511495170762e-28,0.999999999999979,0
"Neurosensory hypoacusis",2.22066574367145e-24,0.999999999998811,0
"Autism",2.22066574367145e-24,0.999999999998811,0
"Blood uric acid increased",2.22066574367145e-24,0.999999999998811,0
"Protein C deficiency",2.22066574367145e-24,0.999999999998811,0
"Forced expiratory volume decreased",2.22066574367145e-24,0.999999999998811,0
"Haemodialysis",1.49856114379299e-27,0.999999999999969,0
"Mesangioproliferative glomerulonephritis",2.22066574367145e-24,0.999999999998811,0
"Paracentesis",2.22066574367145e-24,0.999999999998811,0
"Ultrasound chest",2.22066574367145e-24,0.999999999998811,0
"Bone scan abnormal",2.22066574367145e-24,0.999999999998811,0
"Electrolyte imbalance",4.09278071214934e-25,0.99999999999949,0
"Albumin CSF decreased",2.22066574367145e-24,0.999999999998811,0
"Haemoglobin urine present",1.49856114379299e-27,0.999999999999969,0
"Hypertensive heart disease",2.22066574367145e-24,0.999999999998811,0
"Cholecystitis",9.67273894802013e-31,0.999999999999999,0
"Radicular pain",2.22066574367145e-24,0.999999999998811,0
"Respiratory syncytial virus test positive",2.22066574367145e-24,0.999999999998811,0
"Measles antibody positive",2.22066574367145e-24,0.999999999998811,0
"Skin test",9.01083219504214,0.00268384189918704,16.4312056737589
"Immunohistochemistry",2.22066574367145e-24,0.999999999998811,0
"Medical observation",2.22066574367145e-24,0.999999999998811,0
"Panic reaction",2.22066574367145e-24,0.999999999998811,0
"Polymyalgia rheumatica",2.22066574367145e-24,0.999999999998811,0
"CSF monocyte count decreased",2.22066574367145e-24,0.999999999998811,0
"Prolonged expiration",2.22066574367145e-24,0.999999999998811,0
"Renal pain",2.22066574367145e-24,0.999999999998811,0
"Heart rate abnormal",1.06356246851977e-28,0.999999999999992,1.28813559322034
"Endoscopy abnormal",1.29013413873451,0.256023232072164,12.2733050847458
"Tardive dyskinesia",1.49856114379299e-27,0.999999999999969,0
"Compulsive lip biting",2.22066574367145e-24,0.999999999998811,0
"Walking disability",2.22066574367145e-24,0.999999999998811,0
"Conjunctival hyperaemia",2.22066574367145e-24,0.999999999998811,0
"Lip haemorrhage",1.49856114379299e-27,0.999999999999969,0
"Red blood cell sedimentation rate abnormal",2.22066574367145e-24,0.999999999998811,0
"Oral contraception",2.22066574367145e-24,0.999999999998811,0
"Blood bicarbonate normal",2.22066574367145e-24,0.999999999998811,0
"Homans' sign",2.22066574367145e-24,0.999999999998811,0
"CSF lymphocyte count normal",1.49856114379299e-27,0.999999999999969,0
"Purulent discharge",2.22066574367145e-24,0.999999999998811,0
"Pyelonephritis",1.49856114379299e-27,0.999999999999969,0
"Lymphoedema",2.22066574367145e-24,0.999999999998811,0
"Shift to the left",2.22066574367145e-24,0.999999999998811,0
"Hydrops foetalis",2.22066574367145e-24,0.999999999998811,0
"Mania",2.22066574367145e-24,0.999999999998811,0
"Complex regional pain syndrome",2.22066574367145e-24,0.999999999998811,0
"Oesophagitis",4.09278071214934e-25,0.99999999999949,0
"Tracheitis",1.49856114379299e-27,0.999999999999969,0
"Iron deficiency anaemia",2.22066574367145e-24,0.999999999998811,0
"Tilt table test",2.22066574367145e-24,0.999999999998811,0
"Brain stem auditory evoked response normal",2.22066574367145e-24,0.999999999998811,0
"Anti-SS-B antibody negative",2.22066574367145e-24,0.999999999998811,0
"Enterovirus serology test negative",2.22066574367145e-24,0.999999999998811,0
"Keratosis pilaris",2.22066574367145e-24,0.999999999998811,0
"Breath odour",1.49856114379299e-27,0.999999999999969,0
"Skin odour abnormal",2.22066574367145e-24,0.999999999998811,0
"Lymphocyte count abnormal",2.22066574367145e-24,0.999999999998811,0
"Intraocular pressure increased",2.22066574367145e-24,0.999999999998811,0
"Tandem gait test abnormal",2.22066574367145e-24,0.999999999998811,0
"Polycythaemia",2.22066574367145e-24,0.999999999998811,0
"Substance abuse",2.22066574367145e-24,0.999999999998811,0
"Gastric pH decreased",2.22066574367145e-24,0.999999999998811,0
"Axonal neuropathy",2.22066574367145e-24,0.999999999998811,0
"Glomerular filtration rate",2.43273770220635e-29,0.999999999999996,1.53045550847458
"Electrocardiogram T wave abnormal",1.49856114379299e-27,0.999999999999969,0
"Mycoplasma serology",2.38669059553448e-29,0.999999999999996,0
"Tympanic membrane disorder",2.22066574367145e-24,0.999999999998811,0
"Tonic convulsion",2.22066574367145e-24,0.999999999998811,0
"Breast mass",2.22066574367145e-24,0.999999999998811,0
"Meningitis meningococcal",2.22066574367145e-24,0.999999999998811,0
"Focal nodular hyperplasia",2.22066574367145e-24,0.999999999998811,0
"Bacterial test positive",2.22066574367145e-24,0.999999999998811,0
"Raynaud's phenomenon",9.67273894802013e-31,0.999999999999999,0
"Blood creatine decreased",2.22066574367145e-24,0.999999999998811,0
"Physical examination abnormal",2.22066574367145e-24,0.999999999998811,0
"Congestive cardiomyopathy",2.22066574367145e-24,0.999999999998811,0
"Hyperphagia",1.49856114379299e-27,0.999999999999969,0
"Gynaecomastia",2.22066574367145e-24,0.999999999998811,0
"Nerve injury",2.22066574367145e-24,0.999999999998811,0
"Epididymitis",2.22066574367145e-24,0.999999999998811,0
"Patent ductus arteriosus",2.22066574367145e-24,0.999999999998811,0
"Scar",9.67273894802013e-31,0.999999999999999,0
"Partial seizures",2.38669059553448e-29,0.999999999999996,0
"Bilirubin conjugated increased",2.22066574367145e-24,0.999999999998811,0
"VIIth nerve paralysis",1.49856114379299e-27,0.999999999999969,0
"Painful respiration",2.22066574367145e-24,0.999999999998811,0
"Residual urine",2.22066574367145e-24,0.999999999998811,0
"Ulcerative keratitis",2.22066574367145e-24,0.999999999998811,0
"Serum ferritin decreased",2.22066574367145e-24,0.999999999998811,0
"Pleural decortication",2.22066574367145e-24,0.999999999998811,0
"Failure to thrive",2.22066574367145e-24,0.999999999998811,0
"Hospice care",2.22066574367145e-24,0.999999999998811,0
"Tooth discolouration",2.22066574367145e-24,0.999999999998811,0
"Liver transplant",1.49856114379299e-27,0.999999999999969,0
"Periorbital cellulitis",2.22066574367145e-24,0.999999999998811,0
"Rubella antibody positive",2.22066574367145e-24,0.999999999998811,0
"Electromechanical dissociation",1.49856114379299e-27,0.999999999999969,0
"Meningococcal sepsis",2.22066574367145e-24,0.999999999998811,0
"Otitis externa",2.22066574367145e-24,0.999999999998811,0
"Eosinophilia",2.22066574367145e-24,0.999999999998811,0
"Neurogenic bowel",1.49856114379299e-27,0.999999999999969,0
"Viral pharyngitis",2.22066574367145e-24,0.999999999998811,0
"X-ray of pelvis and hip normal",9.67273894802013e-31,0.999999999999999,0
"Anal fissure",2.22066574367145e-24,0.999999999998811,0
"Staphylococcal sepsis",2.22066574367145e-24,0.999999999998811,0
"Coronary artery dilatation",2.22066574367145e-24,0.999999999998811,0
"Gallbladder enlargement",2.22066574367145e-24,0.999999999998811,0
"Borrelia burgdorferi serology positive",1.49856114379299e-27,0.999999999999969,0
"Scrotal pain",2.22066574367145e-24,0.999999999998811,0
"Blood lactic acid normal",1.49856114379299e-27,0.999999999999969,0
"Oral discomfort",1.29013413873451,0.256023232072164,12.2733050847458
"Intervertebral disc operation",2.22066574367145e-24,0.999999999998811,0
"Spinal cord compression",2.22066574367145e-24,0.999999999998811,0
"Intestinal ischaemia",2.22066574367145e-24,0.999999999998811,0
"Azotaemia",1.49856114379299e-27,0.999999999999969,0
"Haemorrhoids",1.49856114379299e-27,0.999999999999969,0
"Weber tuning fork test abnormal",2.22066574367145e-24,0.999999999998811,0
"Bronchopulmonary aspergillosis allergic",2.22066574367145e-24,0.999999999998811,0
"Cystic fibrosis lung",2.22066574367145e-24,0.999999999998811,0
"Fungus serology test positive",2.22066574367145e-24,0.999999999998811,0
"Radiculitis",9.67273894802013e-31,0.999999999999999,0
"Albumin urine present",2.22066574367145e-24,0.999999999998811,0
"Empyema",4.09278071214934e-25,0.99999999999949,0
"Neurofibroma",2.22066574367145e-24,0.999999999998811,0
"Blood creatine phosphokinase MB normal",1.49856114379299e-27,0.999999999999969,0
"International normalised ratio normal",2.22066574367145e-24,0.999999999998811,0
"Type IV hypersensitivity reaction",2.22066574367145e-24,0.999999999998811,0
"Brain neoplasm",2.22066574367145e-24,0.999999999998811,0
"Bone scan normal",2.22066574367145e-24,0.999999999998811,0
"Systemic inflammatory response syndrome",2.22066574367145e-24,0.999999999998811,0
"Myelitis",0.133797719491684,0.714526479378546,0
"Speech disorder developmental",2.22066574367145e-24,0.999999999998811,0
"Haemodilution",2.22066574367145e-24,0.999999999998811,0
"Vocal cord inflammation",2.22066574367145e-24,0.999999999998811,0
"Premature rupture of membranes",2.22066574367145e-24,0.999999999998811,0
"Metastases to liver",2.22066574367145e-24,0.999999999998811,0
"Testicular disorder",1.49856114379299e-27,0.999999999999969,0
"Myocardial ischaemia",2.22066574367145e-24,0.999999999998811,0
"Parvovirus B19 serology negative",2.22066574367145e-24,0.999999999998811,0
"Anion gap normal",2.22066574367145e-24,0.999999999998811,0
"Mean cell haemoglobin normal",1.49856114379299e-27,0.999999999999969,0
"Sudden hearing loss",2.22066574367145e-24,0.999999999998811,0
"Tendon pain",1.49856114379299e-27,0.999999999999969,0
"Vitamin D decreased",2.22066574367145e-24,0.999999999998811,0
"Viral rash",2.22066574367145e-24,0.999999999998811,0
"Faeces discoloured",1.49856114379299e-27,0.999999999999969,0
"Cushing's syndrome",2.22066574367145e-24,0.999999999998811,0
"Stereotypy",2.22066574367145e-24,0.999999999998811,0
"Salivary gland enlargement",2.22066574367145e-24,0.999999999998811,0
"Dysmorphism",2.22066574367145e-24,0.999999999998811,0
"Parvovirus B19 serology positive",2.22066574367145e-24,0.999999999998811,0
"Cryptogenic cirrhosis",2.22066574367145e-24,0.999999999998811,0
"Fluid overload",2.22066574367145e-24,0.999999999998811,0
"Peritonitis bacterial",2.22066574367145e-24,0.999999999998811,0
"Scan",0.453640279725993,0.500611293820152,0.516161158895428
"Genetic counselling",2.22066574367145e-24,0.999999999998811,0
"Type III immune complex mediated reaction",2.22066574367145e-24,0.999999999998811,0
"Extraocular muscle paresis",1.49856114379299e-27,0.999999999999969,0
"Gout",2.22066574367145e-24,0.999999999998811,0
"Post herpetic neuralgia",2.22066574367145e-24,0.999999999998811,0
"Borrelia test",4.81790742620105e-29,0.999999999999994,0
"Pulmonary function test",0.488613024475574,0.484546655611885,6.13453389830508
"Vasoconstriction",5.62402589466793,0.0177159087751587,Inf
"Thyroid neoplasm",1.49856114379299e-27,0.999999999999969,0
"Visual evoked potentials abnormal",2.22066574367145e-24,0.999999999998811,0
"CSF cell count increased",2.22066574367145e-24,0.999999999998811,0
"Intentional overdose",2.22066574367145e-24,0.999999999998811,0
"Tympanometry",1.49856114379299e-27,0.999999999999969,0
"Pneumonia primary atypical",2.22066574367145e-24,0.999999999998811,0
"Stool analysis abnormal",2.22066574367145e-24,0.999999999998811,0
"Ultrasound scan vagina abnormal",2.22066574367145e-24,0.999999999998811,0
"Diphtheria",2.22066574367145e-24,0.999999999998811,0
"Parenteral nutrition",1.49856114379299e-27,0.999999999999969,0
"Umbilical cord around neck",2.22066574367145e-24,0.999999999998811,0
"Hepatitis C antibody positive",2.22066574367145e-24,0.999999999998811,0
"Febrile infection",1.49856114379299e-27,0.999999999999969,0
"Blood testosterone free decreased",2.22066574367145e-24,0.999999999998811,0
"Feeding disorder of infancy or early childhood",2.22066574367145e-24,0.999999999998811,0
"Evacuation of retained products of conception",2.22066574367145e-24,0.999999999998811,0
"Tachycardia foetal",2.22066574367145e-24,0.999999999998811,0
"Thyroid disorder",2.22066574367145e-24,0.999999999998811,0
"Vaginal infection",2.22066574367145e-24,0.999999999998811,0
"CSF mononuclear cell count increased",2.22066574367145e-24,0.999999999998811,0
"Thermal burn",2.22066574367145e-24,0.999999999998811,0
"Histrionic personality disorder",2.22066574367145e-24,0.999999999998811,0
"Pregnancy test false positive",2.22066574367145e-24,0.999999999998811,0
"Spondylolisthesis",2.22066574367145e-24,0.999999999998811,0
"Physical examination normal",2.22066574367145e-24,0.999999999998811,0
"Back injury",2.22066574367145e-24,0.999999999998811,0
"Paresis cranial nerve",2.22066574367145e-24,0.999999999998811,0
"Iodine allergy",2.22066574367145e-24,0.999999999998811,0
"Gastritis erosive",2.22066574367145e-24,0.999999999998811,0
"Cardioactive drug level",1.49856114379299e-27,0.999999999999969,0
"Mitral valve incompetence",2.22066574367145e-24,0.999999999998811,0
"Personality change",2.22066574367145e-24,0.999999999998811,0
"Serum serotonin increased",2.22066574367145e-24,0.999999999998811,0
"Laparotomy",1.49856114379299e-27,0.999999999999969,0
"CSF neutrophil count increased",2.22066574367145e-24,0.999999999998811,0
"Meningococcal bacteraemia",2.22066574367145e-24,0.999999999998811,0
"Cyanosis central",2.22066574367145e-24,0.999999999998811,0
"Scotoma",2.22066574367145e-24,0.999999999998811,0
"Mammogram normal",2.22066574367145e-24,0.999999999998811,0
"Right atrial hypertrophy",2.22066574367145e-24,0.999999999998811,0
"Intestinal functional disorder",2.22066574367145e-24,0.999999999998811,0
"Neck injury",2.22066574367145e-24,0.999999999998811,0
"Botulism",2.22066574367145e-24,0.999999999998811,0
"Gastrointestinal pain",2.22066574367145e-24,0.999999999998811,0
"Colitis ulcerative",2.22066574367145e-24,0.999999999998811,0
"Papilloedema",2.22066574367145e-24,0.999999999998811,0
"Foot deformity",2.22066574367145e-24,0.999999999998811,0
"Endoscopy",0.778981924512267,0.377452684390462,8.18079096045198
"Biopsy liver abnormal",1.49856114379299e-27,0.999999999999969,0
"Hepatitis viral test",2.22066574367145e-24,0.999999999998811,0
"Lymphocyte morphology abnormal",2.22066574367145e-24,0.999999999998811,0
"Prothrombin level increased",2.22066574367145e-24,0.999999999998811,0
"Carbon monoxide poisoning",2.22066574367145e-24,0.999999999998811,0
"Nocturia",9.67273894802013e-31,0.999999999999999,0
"Glomerular filtration rate increased",2.22066574367145e-24,0.999999999998811,0
"Roseola",2.22066574367145e-24,0.999999999998811,0
"Oliguria",2.22066574367145e-24,0.999999999998811,0
"Pneumothorax",2.22066574367145e-24,0.999999999998811,0
"Diabetic coma",2.22066574367145e-24,0.999999999998811,0
"Blood immunoglobulin G decreased",2.22066574367145e-24,0.999999999998811,0
"Cardiac murmur functional",2.22066574367145e-24,0.999999999998811,0
"Lipids",4.09278071214934e-25,0.99999999999949,0
"Prostatic specific antigen normal",2.22066574367145e-24,0.999999999998811,0
"Skin chapped",2.22066574367145e-24,0.999999999998811,0
"Night blindness",2.22066574367145e-24,0.999999999998811,0
"Ultrasound Doppler abnormal",2.22066574367145e-24,0.999999999998811,0
"Heart sounds abnormal",2.22066574367145e-24,0.999999999998811,0
"CSF white blood cell count",0.188420190099055,0.664234744867634,0
"Rheumatoid arthritis",2.22066574367145e-24,0.999999999998811,0
"Nasal aspiration",2.22066574367145e-24,0.999999999998811,0
"Crystal urine present",2.22066574367145e-24,0.999999999998811,0
"Pancreatitis acute",2.22066574367145e-24,0.999999999998811,0
"Neuroblastoma",2.22066574367145e-24,0.999999999998811,0
"Appendicectomy",2.22066574367145e-24,0.999999999998811,0
"Gallbladder operation",2.22066574367145e-24,0.999999999998811,0
"CSF oligoclonal band absent",2.22066574367145e-24,0.999999999998811,0
"Eosinophilic oesophagitis",2.22066574367145e-24,0.999999999998811,0
"Localised oedema",2.22066574367145e-24,0.999999999998811,0
"Spinal decompression",2.22066574367145e-24,0.999999999998811,0
"Anaemia folate deficiency",2.22066574367145e-24,0.999999999998811,0
"Diverticulum intestinal",2.22066574367145e-24,0.999999999998811,0
"Enterococcal bacteraemia",2.22066574367145e-24,0.999999999998811,0
"Metabolic encephalopathy",2.22066574367145e-24,0.999999999998811,0
"Urinary tract infection fungal",2.22066574367145e-24,0.999999999998811,0
"Arthropathy",2.22066574367145e-24,0.999999999998811,0
"Antibiotic resistant Staphylococcus test positive",2.22066574367145e-24,0.999999999998811,0
"Supraventricular extrasystoles",2.22066574367145e-24,0.999999999998811,0
"Benign intracranial hypertension",2.22066574367145e-24,0.999999999998811,0
"Hypertonia",2.22066574367145e-24,0.999999999998811,0
"Vital capacity normal",2.22066574367145e-24,0.999999999998811,0
"Cachexia",2.22066574367145e-24,0.999999999998811,0
